id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine,cluster,playResult
2018091001:1946:1,2,0,1,4,2,334.0352000000002,238.259,36.25,14.189999999999998,1,3,1,1,0,0,3,3,3,0,4,5,3,2,2.8999999999999986,-1,-3,0.0,0.0191489361702127,0.0199400275004303,0.0200177409816676,2.690349577560553,0.0269432682543636,0.0293797925786643,8.982037821163757,8.970620207421335,1,7
2018091001:1970:1,2,0,2,3,2,298.27560000000005,225.00285,36.03,13.120000000000005,1,3,1,1,0,0,3,3,3,0,4,5,3,2,1.6000000000000014,-1,-3,0.0,0.0198720871327254,0.0184577491560714,0.0200177409816676,2.8488528034200464,0.0301734369153896,0.0311107170420285,8.97988437538974,8.973333671106833,1,14
2018091001:1994:1,2,0,1,4,2,299.3354,209.90199999999987,33.56,14.4,1,3,1,1,0,0,3,3,3,1,5,4,3,2,-4.509999999999998,-2,-2,0.0,0.0185436893203883,0.0200913392128864,0.0200177409816676,3.0538060618764966,0.0300666075579433,0.0333488961515374,8.979955594961371,8.971415231870111,6,9
2018091001:2035:1,2,0,3,2,2,277.86305000000004,200.56085,35.57,12.8,1,3,1,1,0,0,3,3,3,0,5,4,3,2,-1.0900000000000034,-2,-2,0.0,0.0189852611284459,0.020976631393298,0.0200177409816676,3.1960375118075137,0.0323900569003327,0.0349021257139666,8.978406628733111,8.965097874286032,1,0
2018091001:2089:1,2,0,2,4,1,210.83165,154.45890000000003,25.640000000000004,12.240000000000002,1,3,1,1,0,0,3,3,3,0,5,4,3,2,-7.320000000000004,-2,-2,0.0,0.0189034236075626,0.0201439707918338,0.0205617977528089,4.149971286860128,0.0426880878653655,0.0453194992324819,8.971541274756422,8.961154714943588,1,5
2018091001:2350:1,0,0,2,5,0,137.68214999999995,137.68214999999995,21.96,10.48,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-1.0399999999999991,-1,-1,0.0,0.0170898421357136,0.0203210119134231,0.0,4.851754566586883,0.0508417394702218,0.0508417394702218,6.970947577445588,6.970947577445588,3,11
2018091001:2514:1,1,0,2,3,2,306.6879,301.4297999999999,34.4,12.659999999999997,1,2,2,1,0,0,2,4,2,0,4,4,2,3,2.3100000000000023,-2,-1,0.0,0.0180568913891661,0.0194547476850847,0.0193684210526315,2.269185063985048,0.0260851504086075,0.0232226541635896,7.98369678099462,7.98672991190652,1,0
2018091001:2553:1,1,0,2,3,2,285.0398500000001,247.72525,36.29,11.950000000000005,1,2,2,1,0,0,2,4,2,0,5,3,3,2,0.9000000000000057,-2,-1,0.0,0.0195694637078132,0.01844636613932,0.0193684210526315,2.7611234623842345,0.0280662510873479,0.0282571114571486,7.982458593070407,7.983853079167344,1,0
2018091001:2575:1,1,0,2,4,1,205.7463,165.9861999999999,26.2,12.36,1,3,1,1,0,0,3,2,3,0,3,5,2,3,-0.7599999999999979,-1,-2,0.0,0.0198720871327254,0.0196596390292523,0.0205617977528089,3.8617668215791454,0.0388828377472644,0.0421721805788674,7.975698226407959,7.963852416646684,1,0
2018091001:2715:1,1,0,2,4,0,138.95614999999972,123.62589999999972,26.87,10.289999999999992,1,3,1,1,0,0,2,2,3,0,5,2,4,1,-9.509999999999998,-1,-1,0.0,0.0182664583123298,0.0202451510006688,0.0,4.562150811440008,0.0503756041024453,0.0485335192706383,6.971213940512889,6.967644320486242,5,0
2018091001:2737:1,0,1,1,3,2,342.5343000000001,342.5343000000001,35.94,14.759999999999993,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-1.779999999999994,-1,-1,0.0189473684210526,0.0172072072072072,0.0189958206930684,0.0207893450635386,1.9706055714712365,0.020435909630072,0.020435909630072,6.988322337354244,6.988322337354244,0,12
2018091001:2821:1,3,0,1,4,0,116.60875,107.09715,18.05,11.04,1,2,2,1,0,0,2,4,2,0,4,4,2,3,0.6400000000000041,-2,-1,0.0,0.020595238095238,0.019217183329004,0.0,4.388538817326138,0.0686054862949821,0.046686583163044,7.948545885278762,7.953313416836956,5,-3
2018091001:3049:1,2,0,1,4,1,195.84324999999995,178.94295000000017,28.410000000000004,13.599999999999996,1,3,1,1,0,0,2,3,3,1,5,3,3,2,0.1999999999999957,-2,-1,0.0,0.020595238095238,0.0194162400636412,0.0205617977528089,3.079193675973261,0.0408489953061951,0.0335302396657705,7.9744693779336275,7.977646506889486,6,4
2018091001:3099:1,3,0,1,4,0,151.18630000000005,131.19595000000004,20.46,11.449999999999996,1,3,1,1,0,0,3,2,3,0,3,5,2,3,-3.5500000000000007,-1,-2,0.0,0.0192631578947368,0.0204971861874828,0.0,3.3842508095714834,0.0529148474431876,0.0381109325402194,7.947085152556813,7.96188906745978,5,0
2018091001:3151:1,0,0,2,4,1,164.34105000000002,164.34105000000002,29.08,7.800000000000002,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-0.8000000000000007,-1,-1,0.0,0.0187054534250795,0.019413365176815,0.0202150537634408,4.070802760478893,0.0425943487643531,0.0425943487643531,6.969575465168319,6.969575465168319,1,3
2018091001:3199:1,1,0,2,5,0,151.53690000000006,151.53690000000006,20.77,12.879999999999995,1,3,1,1,0,0,2,3,3,0,4,4,2,3,-2.639999999999993,-2,-1,0.0,0.0179599227426364,0.0198719151671174,0.0,4.414766304444658,0.0527924221757208,0.0461933694037557,7.967004736140175,7.967004736140175,5,9
2018091001:3223:1,2,0,2,4,0,111.23614999999997,81.76779999999998,19.91,11.269999999999996,1,3,1,1,0,0,2,3,3,0,5,3,4,1,-3.999999999999997,-1,-2,0.0,0.0183989178553861,0.0195067600388856,0.0,7.105486511805383,0.0719190658792128,0.0733785181942036,7.955050583825492,7.938851234838164,5,0
2018091001:3293:1,1,0,2,5,0,143.87515,110.63894999999998,19.61,9.46,1,3,1,1,0,0,2,3,3,0,4,4,3,2,-1.7399999999999984,-1,-2,0.0,0.0174114721769699,0.0203210119134231,0.0,6.001503087294303,0.0556037647919046,0.0632688578479821,7.96524764700506,7.9548079586800124,5,0
2018091001:3315:1,0,0,3,4,0,144.26149999999996,144.26149999999996,21.03,9.849999999999994,1,3,1,1,0,0,2,2,3,0,3,4,3,2,-2.84,0,-2,0.0,0.0182114099086576,0.0202876285281426,0.0,4.630480065714,0.0485229947005958,0.0485229947005958,6.965340718071003,6.965340718071003,5,13
2018091001:3339:1,0,1,2,4,0,159.29140000000004,159.29140000000004,17.729999999999997,15.540000000000004,1,3,1,1,0,0,2,2,3,0,3,4,3,2,-2.2499999999999964,0,-2,0.0195604395604395,0.0179599227426364,0.0200761146982077,0.0,4.19357228324944,0.0439446197346498,0.0439446197346498,6.968610985903823,6.968610985903823,4,0
2018091001:3361:1,0,0,2,5,0,121.37284999999996,121.37284999999996,22.43,10.89,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-5.119999999999994,-1,-1,0.0,0.0182664583123298,0.0196206489227376,0.0,5.544897396740708,0.0576735241860103,0.0576735241860103,6.967043700465138,6.967043700465138,5,7
2018091001:3385:1,2,0,2,3,0,140.15269999999995,124.67409999999992,22.02,10.159999999999997,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-1.4600000000000009,-1,-1,0.0,0.0192539039907461,0.020649556328476,0.0,3.6334731913043714,0.0499455237037888,0.0401045606104235,6.957189551111036,6.959895439389577,5,0
2018091001:3441:1,1,0,2,4,1,231.0667499999999,208.6118,29.230000000000004,13.569999999999991,1,3,1,1,0,0,3,2,3,0,3,5,2,3,-1.0300000000000047,-1,-2,0.0,0.0198720871327254,0.0196596390292523,0.0205617977528089,3.072692915741104,0.034622030214213,0.0335551488458466,7.978361231116117,7.980825629230945,1,0
2018091001:3463:1,1,0,4,3,0,176.5298999999999,174.83844999999994,19.23,14.209999999999996,1,3,1,1,0,0,3,2,3,1,5,3,3,2,-2.919999999999998,-2,-1,0.0,0.0200913392128864,0.0195263904279078,0.0,3.6662416076097695,0.0453181019192782,0.040036959833492,7.960346660820631,7.9656826058570065,3,3
2018091001:3511:1,1,1,1,3,2,242.5994000000001,202.04525000000004,32.14,14.810000000000002,1,3,1,1,0,0,3,2,3,0,4,4,3,2,1.8199999999999927,-1,-2,0.020595238095238,0.0191489361702127,0.0197216239688277,0.0200177409816676,3.1725566426332708,0.0329761738899601,0.0346457043657299,7.97526786958253,7.970303681972232,2,0
2018091001:3580:1,0,0,3,4,0,89.95485000000004,89.95485000000004,19.33,10.46,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-1.4099999999999966,-1,-1,0.0,0.0184934283485707,0.0202369297188358,0.0,7.3814808206561375,0.077816815880411,0.077816815880411,6.9555332480683365,6.9555332480683365,5,0
2018091001:3602:1,0,0,1,5,1,222.74479999999983,222.74479999999983,29.78,10.130000000000004,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-2.270000000000003,-1,-1,0.0,0.0172072072072072,0.0194427800535399,0.0213636363636363,2.9989476746483,0.031426098387033,0.031426098387033,6.977552786866405,6.977552786866405,1,10
2018091001:3626:1,1,0,3,3,1,166.45629999999994,156.33814999999996,26.110000000000007,9.229999999999997,1,1,3,1,0,0,2,4,2,1,4,4,3,2,-2.8400000000000034,-1,-2,0.0,0.0174034439137757,0.0199571481150428,0.0212790697674418,4.394320899921102,0.0480606621677882,0.0447747398827477,7.969962086145133,7.974414434352716,6,0
2018091001:3715:1,0,0,3,4,0,104.0985999999999,104.0985999999999,23.61,7.439999999999998,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-7.259999999999998,-1,-1,0.0,0.0181277946381264,0.020511155001669,0.0,6.378568011481428,0.0672439398800752,0.0672439398800752,6.942362337245648,6.942362337245648,5,9
2018091001:3904:1,2,0,3,2,2,296.3142,206.30505,35.27,13.61,1,3,1,1,0,0,3,3,3,1,5,4,3,2,-2.0500000000000043,-2,-2,0.0,0.0194292878619464,0.0188065006379419,0.0200177409816676,3.1070494881245034,0.0303731647015229,0.0339303376238245,8.979751223532318,8.966069662376176,6,7
2018091001:3928:1,2,0,2,3,2,269.70670000000007,195.34815,33.07,12.89,1,3,1,1,0,0,3,3,3,1,5,4,3,2,-0.1400000000000005,-2,-2,0.0,0.0198720871327254,0.0197216239688277,0.0200177409816676,3.2813210670282777,0.0333695825873068,0.0358334593903244,8.977753611608462,8.969285606236863,6,8
2018091001:3952:1,2,0,1,4,2,248.80409999999995,184.20359999999997,34.38,10.54,1,3,1,1,0,0,3,3,3,0,5,4,3,2,1.3800000000000026,-2,-2,0.0,0.0191489361702127,0.0199400275004303,0.0200177409816676,3.4798451278910965,0.0361730373414264,0.0380014288537249,8.971865415401114,8.967427346696807,1,7
2018091001:3976:1,2,0,2,4,1,182.59725000000003,139.8754,29.02,10.160000000000004,1,3,1,1,0,0,3,3,3,1,4,5,2,3,-2.769999999999996,-2,-2,0.0,0.0192060470324748,0.0202646874649483,0.0194736842105263,4.582649987059911,0.0492888036375137,0.0500445396402798,8.96166426383749,8.957104680308332,6,0
2018091001:4147:1,2,1,1,3,2,393.7117,315.57525,36.6,17.339999999999996,1,3,1,1,0,0,3,3,3,0,5,4,3,2,1.5399999999999991,-2,-2,0.020595238095238,0.0191489361702127,0.0197216239688277,0.0200177409816676,2.031211256269305,0.0228593663840825,0.0221817141870282,8.984760422410611,8.984155918437837,2,8
2018091001:4192:1,1,1,1,3,2,358.29550000000006,319.23295,37.48,16.470000000000002,1,3,1,1,0,0,3,2,3,0,3,5,2,3,2.1000000000000014,-1,-2,0.020595238095238,0.0191489361702127,0.0197216239688277,0.0200177409816676,2.007938090350636,0.0223279388102836,0.0219275610490709,7.983254045892288,7.984337456393522,2,8
2018091300:60:2,0,0,0,5,2,285.33159999999987,285.33159999999987,39.03,12.93,1,3,1,1,0,0,2,2,3,1,3,4,2,3,-0.7000000000000028,-1,-1,0.0,0.0,0.0187241128260692,0.021211131434544,2.3411357171795912,0.0245328593117621,0.0245328593117621,6.9859812232504215,6.9859812232504215,6,0
2018091300:181:2,2,0,1,4,2,260.8164500000002,244.9427000000002,32.03,12.680000000000009,1,2,2,1,0,0,3,4,2,0,5,4,3,2,-0.4100000000000001,-2,-2,0.0,0.0166371681415929,0.0191622387751615,0.0199124778237729,2.763911723027465,0.0345070259180354,0.0285781123503578,8.97316120206375,8.979587062606887,1,0
2018091300:215:2,4,1,1,3,1,277.44145,239.2288,31.45,17.229999999999997,1,3,1,1,0,0,2,4,4,0,5,5,3,2,-0.1400000000000041,-2,-3,0.0204545454545454,0.0191489361702127,0.0196154970760233,0.0205617977528089,2.282333899597373,0.0360436409195525,0.0250805923032678,9.978373815448268,9.987459703848367,2,0
2018091300:345:2,0,0,4,3,0,128.1574,128.1574,24.62,12.159999999999997,1,2,1,1,0,1,2,3,2,1,4,3,3,2,-2.240000000000002,-1,-1,0.0,0.018091550972392,0.0205618069212749,0.0,5.34498983281496,0.0546203340579631,0.0546203340579631,6.968788380538308,6.968788380538308,3,0
2018091300:737:2,1,1,1,2,2,299.53529999999984,299.53529999999984,35.72,16.229999999999997,1,3,1,1,0,0,2,2,3,1,3,4,3,2,-0.0600000000000022,0,-2,0.0203296703296703,0.0171028037383177,0.0193089983022071,0.021211131434544,1.8729011238408304,0.0233695327395469,0.0200310280624687,6.983307476614609,6.983307476614609,0,0
2018091300:829:2,2,1,2,3,1,272.2685000000001,209.41595000000007,26.129999999999995,18.140000000000004,1,2,2,1,0,0,3,4,2,0,5,4,2,3,-0.0099999999999944,-3,-1,0.0204545454545454,0.0187222048230504,0.018867172459659,0.0192631578947368,3.2041494451592616,0.0330556050369396,0.0334262982356405,8.977962929975373,8.971348887226592,2,8
2018091300:858:2,2,1,1,3,2,364.8415,364.8415,36.13,17.49,1,2,2,1,0,0,3,4,2,0,5,4,3,2,-0.3300000000000054,-2,-2,0.01875,0.0177669902912621,0.0191405614785174,0.0199124778237729,1.83915481106179,0.0246682463480716,0.0191864138262779,8.989036334956412,8.989036334956412,2,0
2018091300:980:2,0,0,1,4,2,204.5159,204.5159,35.2,8.659999999999998,1,3,1,1,0,0,2,2,3,1,3,4,2,3,-0.2800000000000082,-1,-1,0.0,0.0171028037383177,0.0191294400980071,0.021211131434544,3.2662497145698697,0.0342271676676483,0.0342271676676483,6.970662427713443,6.970662427713443,6,5
2018091300:1004:2,0,0,1,3,2,266.5110499999998,266.5110499999998,31.629999999999995,13.479999999999997,1,4,0,1,0,0,2,1,3,0,2,4,3,2,-0.4299999999999926,1,-2,0.0,0.0175700934579439,0.0196492223113615,0.021211131434544,2.1049783864496443,0.0225131378229908,0.0225131378229908,5.981239051814175,5.981239051814175,1,-5
2018091300:1114:2,1,0,2,5,1,228.23760000000016,208.34235000000004,32.39,12.1,1,3,1,1,0,0,2,4,3,0,5,4,4,1,-1.9599999999999973,-1,-3,0.0,0.018258495145631,0.0187063626438705,0.0205617977528089,3.7678369280177546,0.039432591299593,0.0383983381199261,8.978093004833559,8.976001038675047,1,6
2018091300:1452:2,0,0,3,2,2,303.61505,303.61505,39.69,12.36,1,2,2,1,0,0,2,3,2,1,3,4,2,3,0.8300000000000054,-1,-1,0.0,0.0182653701438748,0.0184166256763403,0.021211131434544,2.2561463932700305,0.0230555105881608,0.0230555105881608,6.983531778151313,6.983531778151313,6,0
2018091300:1474:2,0,0,4,3,0,177.86550000000034,177.86550000000034,26.76,13.179999999999993,1,2,2,1,0,0,2,3,2,0,4,3,4,1,-2.8800000000000066,0,-2,0.0,0.018091550972392,0.0205618069212749,0.0,3.851224661331168,0.0393555804807564,0.0393555804807564,6.971888871085175,6.971888871085175,5,9
2018091300:1585:2,0,0,4,3,0,60.4173,60.4173,17.13,6.120000000000001,1,3,1,1,0,0,2,2,3,0,3,4,2,3,-2.2300000000000004,-1,-1,0.0,0.0185664313551672,0.0205923671929218,0.0,11.056435822190002,0.1158608544241467,0.1158608544241467,6.917242246839894,6.917242246839894,5,10
2018091300:1770:2,2,1,2,3,0,208.55525,150.44599999999997,25.55,14.689999999999998,1,1,3,1,0,0,2,4,2,1,4,4,2,3,-1.8499999999999943,-2,-1,0.01875,0.0188721325403568,0.0191973153129359,0.0,3.8419100541057927,0.0383591398442379,0.0398814192467729,7.98082043007788,7.973412387168818,3,15
2018091300:1841:2,2,1,2,2,2,299.54559999999987,296.8649999999999,36.65000000000001,16.289999999999992,1,2,1,2,0,0,2,4,3,0,5,4,3,2,0.1299999999999954,-2,-2,0.0204545454545454,0.0175283549587151,0.0197916666666666,0.0199124778237729,2.229969851616055,0.0300455089308606,0.0235797416334024,8.97996966071276,8.98652586192377,2,0
2018091300:1926:2,2,2,1,3,1,327.04569999999967,299.57569999999987,28.57,15.179999999999993,1,2,2,1,0,0,3,4,2,0,4,5,2,3,-1.120000000000001,-2,-2,0.0196022727272727,0.0177669902912621,0.0187434322919145,0.0205617977528089,2.2398345393167745,0.027519089839738,0.0233663811851228,8.981653940106842,8.98664778217993,2,0
2018091300:1969:2,2,0,2,3,2,280.0997,247.12995000000004,36.61,12.53,1,2,2,1,0,0,3,4,2,0,4,5,2,3,-0.4200000000000017,-2,-2,0.0,0.018258495145631,0.0191405614785174,0.0199124778237729,2.7151707027011494,0.0321314160636373,0.0283251787167034,8.982149213297982,8.979767729488069,1,4
2018091300:2029:2,1,1,2,2,2,350.39880000000016,294.2061000000001,36.25,18.65000000000001,1,2,2,1,0,0,2,4,2,0,3,5,2,3,1.6799999999999995,-1,-2,0.0204545454545454,0.0175283549587151,0.017468220338983,0.0199124778237729,2.3656885428276286,0.0228311284171064,0.023792844539933,7.985730544739307,7.983005111042905,2,0
2018091300:2196:2,0,0,3,3,1,149.32090000000014,149.32090000000014,28.21,10.480000000000004,1,3,1,1,0,0,2,2,3,0,4,3,4,1,-3.2200000000000064,0,-2,0.0,0.0183341891753106,0.0201594872402311,0.0205617977528089,4.473586751754104,0.0468789030872436,0.0468789030872436,6.966515069223398,6.966515069223398,1,9
2018091300:2303:2,0,0,2,3,2,310.14240000000007,310.14240000000007,35.87999999999999,13.35,1,3,1,1,0,0,2,2,3,0,4,3,3,2,-0.2299999999999897,-1,-1,0.0,0.0189498818938071,0.018573600114244,0.021211131434544,2.15384932856649,0.0225702773951578,0.0225702773951578,6.983878373289173,6.983878373289173,1,0
2018091300:2351:2,1,0,2,3,1,171.5001999999999,170.1579999999999,26.910000000000004,10.490000000000002,1,3,1,1,0,0,2,2,3,1,3,4,3,2,-1.5700000000000005,0,-2,0.0,0.018716237033994,0.0201594872402311,0.0205617977528089,3.2969357890901416,0.0408162789314531,0.0352613453378624,6.965014618058754,6.970615545551782,6,0
2018091300:2373:2,2,0,1,3,1,178.44315,144.879,25.56,13.130000000000004,1,3,1,1,0,0,2,2,3,0,3,4,3,2,-4.3900000000000015,0,-2,0.0,0.0203296703296703,0.0201594872402311,0.0205617977528089,3.1336494592038875,0.0392281799553527,0.0345115579207476,6.971979871460463,6.972390753663403,1,0
2018091300:2395:2,2,1,1,4,2,353.57885,346.29039999999986,34.22,15.489999999999997,1,3,1,1,0,0,2,4,4,0,4,6,3,2,-0.4899999999999949,-1,-4,0.01875,0.0177669902912621,0.0190883704061895,0.0199124778237729,2.2206795221582816,0.0282822346415799,0.023101997629735,9.980202435750892,9.985561251481416,2,0
2018091300:2421:2,3,0,1,4,2,295.72655,291.28875000000005,30.08,13.15,1,3,1,1,0,0,2,4,4,0,5,5,2,3,-0.3299999999999983,-3,-2,0.0,0.0177669902912621,0.0197967037395228,0.0199124778237729,2.2280297471151904,0.0338150226957978,0.0240311374881453,9.9830924886521,9.986267921435346,1,0
2018091300:2443:2,3,1,2,2,2,321.97949999999986,268.22594999999995,34.59,17.609999999999992,1,3,1,1,0,0,2,4,4,1,4,6,3,2,0.1499999999999985,-1,-4,0.01875,0.0184579632307374,0.0206439393939394,0.0199124778237729,2.4196018319629404,0.0310578779083761,0.0260974003447466,9.981365273254974,9.985087199803004,0,0
2018091300:2484:2,0,0,3,4,0,154.20445000000004,154.20445000000004,23.010000000000005,10.14,1,3,1,1,0,0,2,2,3,0,3,4,3,2,-6.470000000000006,0,-2,0.0,0.0183341891753106,0.020363630233401,0.0,4.318941509145811,0.0453942801261571,0.0453942801261571,6.961090617034722,6.961090617034722,5,0
2018091300:2588:2,2,0,1,3,1,190.5148499999999,190.5148499999999,33.44,8.729999999999997,1,3,1,1,0,0,2,2,3,0,3,4,3,2,1.3699999999999974,0,-2,0.0,0.0196774193548387,0.0200821022640522,0.021860465116279,2.3725184677204965,0.0367425426416891,0.0262446733154922,6.9737553266845085,6.9737553266845085,1,11
2018091300:2850:2,2,1,2,2,2,310.27489999999983,290.0608999999997,36.09,17.03,1,2,2,1,0,0,3,4,2,0,6,3,4,1,0.7099999999999937,-2,-2,0.01875,0.0175283549587151,0.020065982404692,0.0199124778237729,2.3133073089134064,0.0290065358171092,0.0241328631332248,8.98066230945526,8.9862097924953,2,0
2018091300:2908:2,3,1,1,4,0,230.10944999999992,198.41185,23.85,16.609999999999992,1,3,1,1,0,0,2,4,3,0,5,4,3,2,-2.869999999999997,-2,-2,0.01875,0.0177669902912621,0.0202782086088561,0.0,2.797211960878345,0.0391118226565662,0.0302401293067929,8.965233935416386,8.969759870693206,4,0
2018091300:2934:2,3,2,1,2,2,360.4593,224.0130000000001,32.47,16.480000000000004,1,3,1,1,0,0,2,4,4,1,5,5,2,3,-2.639999999999997,-3,-2,0.0196022727272727,0.0177669902912621,0.019991134751773,0.0199124778237729,2.897153290210835,0.0277423831206463,0.0312481864891769,9.983354570127611,9.977679866793444,0,0
2018091300:3024:2,0,0,2,3,2,239.3109,239.3109,35.2,11.47,1,3,1,1,0,0,2,2,3,0,4,3,4,1,-0.019999999999996,0,-2,0.0,0.0173364485981308,0.0196492223113615,0.021211131434544,2.7913479912532204,0.0292506526029529,0.0292506526029529,6.979106676712178,6.979106676712178,1,0
2018091300:3055:2,0,0,1,5,1,244.12939999999983,244.12939999999983,31.29,11.439999999999998,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-0.7899999999999991,-1,-1,0.0,0.0171028037383177,0.0196756451016615,0.0205617977528089,2.7362538063830097,0.0286733183303608,0.0286733183303608,6.979519058335455,6.979519058335455,6,0
2018091300:3147:2,1,1,1,5,0,249.983,241.30915000000027,23.67,17.309999999999995,1,2,2,1,0,0,2,4,2,0,5,3,3,2,-1.8099999999999987,-2,-1,0.0204545454545454,0.0172897196261682,0.0187729763437248,0.0,2.8469703697518285,0.032002176147978,0.0290084317150841,8.975998367889016,8.979279691632083,4,6
2018091300:3192:2,3,1,1,2,2,351.69439999999986,302.2684999999998,36.78,18.029999999999998,1,2,2,1,0,0,2,4,3,1,5,4,2,3,1.009999999999998,-3,-1,0.0204545454545454,0.0177669902912621,0.0197916666666666,0.0199124778237729,1.8361159035757952,0.0255903989372591,0.0198499016602788,8.988626489361216,8.98676673222648,0,5
2018091300:3239:2,3,1,1,3,2,349.62830000000014,311.1572500000001,33.989999999999995,14.799999999999995,1,3,1,1,0,0,2,4,4,1,5,5,3,2,0.1100000000000065,-2,-3,0.01875,0.0177669902912621,0.0201456049860305,0.0199124778237729,2.085762102602461,0.028601803686944,0.0224966636644333,9.982838917787834,9.983930954525404,0,0
2018091300:3351:2,0,0,4,2,1,162.34845,162.34845,28.110000000000007,9.25,1,2,2,1,0,0,2,3,2,0,3,4,3,2,-2.2300000000000004,0,-2,0.0,0.018091550972392,0.0199124778237729,0.021860465116279,4.21931961777276,0.0431171347801595,0.0431171347801595,6.9692020465856,6.9692020465856,1,5
2018091300:3375:2,0,0,3,4,0,115.9906000000001,115.9906000000001,20.92,11.39,1,1,2,1,0,1,2,3,2,0,4,3,2,3,-4.859999999999999,-2,0,0.0,0.0179098659988969,0.0200805066641755,0.0,5.905650975165224,0.0603497179943891,0.0603497179943891,6.965514446860349,6.965514446860349,5,0
2018091300:3397:2,0,0,3,3,1,225.4415,225.4415,32.559999999999995,12.870000000000005,1,3,1,1,0,0,2,2,3,1,4,3,3,2,-2.229999999999997,-1,-1,0.0,0.0183341891753106,0.0201594872402311,0.0205617977528089,2.9630746779097907,0.0310501837505517,0.0310501837505517,6.977821297321035,6.977821297321035,6,1
2018091300:3421:2,2,1,2,3,1,296.33094999999986,215.44735,28.129999999999995,14.86,1,3,1,1,0,0,2,4,3,0,4,5,1,4,-1.1099999999999923,-3,-1,0.01875,0.0175283549587151,0.0206165588468959,0.0192631578947368,3.0726764566841966,0.0303714478693501,0.0324905365510413,8.9797523680871,8.976792473892113,2,8
2018091300:3487:2,2,1,2,2,2,280.3337,224.42529999999996,33.04,15.439999999999998,1,3,1,1,0,0,2,4,3,0,4,5,3,2,1.259999999999998,-1,-3,0.01875,0.0191107678729038,0.0190615264797507,0.0199124778237729,2.949756555967621,0.0321045953447623,0.0311907792927089,8.982164113697356,8.97772087193378,2,0
2018091300:3530:2,3,1,3,1,2,336.19769999999994,278.62285,37.23,17.19,1,3,1,1,0,0,2,4,4,0,4,6,2,3,0.7100000000000009,-2,-3,0.01875,0.0191234906386734,0.0208333333333333,0.0199124778237729,2.329313622339302,0.0297444033674234,0.0251235675753083,9.982153357979549,9.985643675671252,2,0
2018091300:3571:2,0,0,2,3,2,213.66775,213.66775,35.959999999999994,10.7,1,3,1,1,0,0,2,2,3,0,4,3,3,2,0.6900000000000048,-1,-1,0.0,0.0173364485981308,0.0196492223113615,0.021211131434544,3.1263492033776745,0.032761144346772,0.032761144346772,6.971919019131337,6.971919019131337,1,6
2018091300:3640:2,0,0,2,3,2,197.8318500000001,197.8318500000001,37.06,10.25,1,3,1,1,0,0,2,2,3,0,4,3,3,2,1.2999999999999972,-1,-1,0.0,0.018716237033994,0.0187293633541194,0.021211131434544,3.376604929893744,0.0353835845946949,0.0353835845946949,6.9747260110037885,6.9747260110037885,1,6
2018091300:3685:2,0,0,2,4,1,168.70964999999995,168.70964999999995,29.29,11.93,1,2,1,1,0,1,2,3,2,0,3,4,3,2,-3.789999999999999,0,-2,0.0,0.017233220050977,0.0197558466996575,0.0205617977528089,4.060230105391127,0.0414914025368436,0.0414914025368436,6.976290627121804,6.976290627121804,1,0
2018091300:3722:2,2,1,2,2,2,280.24974999999984,210.91714999999988,35.33,15.049999999999995,1,2,2,1,0,0,2,4,3,1,4,5,3,2,-0.1799999999999997,-1,-3,0.01875,0.0175283549587151,0.0206439393939394,0.0199124778237729,3.138673170958361,0.0321142124123215,0.0331883870040914,8.982158770882043,8.985776405569677,0,-1
2018091300:3770:2,2,1,2,2,2,285.2917999999998,285.2917999999998,35.56,14.86,1,3,1,1,0,0,2,4,3,0,4,5,3,2,0.3999999999999915,-1,-3,0.0204545454545454,0.0175283549587151,0.0197916666666666,0.0199124778237729,2.320431221647451,0.0315466480284396,0.0245362817998975,8.985979267542916,8.985979267542916,2,7
2018091300:3832:2,2,0,2,3,1,236.40500000000003,172.89269999999982,29.73,14.520000000000003,1,2,2,1,0,0,2,4,2,0,3,5,3,2,-2.599999999999998,0,-3,0.0,0.0188721325403568,0.019026262681357,0.0192631578947368,3.3431139660610345,0.0338402318055878,0.0347036051840245,7.978849855121507,7.982648197407987,1,0
