,playId,defenseTeam,areaDifference,numberPlayersDeep,numberPlayersDeepDifference,numberPlayersUnderneath,densityDifference,heightDifference,widthDifference,cluster,homeScore,visitorScore,down,quarter,yardsToGo,yardsToEndZone,gameClock,defenseValoration
998,2018093006:3137:4,MIA,8.06029999999987,1,0,6,0.8684540277657299,-1.4099999999999966,-17.599999999999994,0.0,31.0,0.0,3,4,6,26.0,15:00:00,0
999,2018093006:3479:4,NE,125.40650000000014,1,0,6,0.0558184783085405,5.230000000000004,-9.039999999999992,0.0,38.0,0.0,3,4,3,78.0,08:51:00,0
1001,2018093007:124:4,PHI,145.854,1,1,6,0.0479931986781301,4.940000000000005,-9.039999999999992,1.0,0.0,0.0,3,1,3,65.0,13:40:00,0
1002,2018093007:198:4,PHI,402.7875499999998,3,3,4,0.0173788886970314,21.039999999999992,14.249999999999986,0.0,0.0,0.0,3,1,7,34.0,11:34:00,1
1003,2018093007:368:4,TEN,70.54934999999983,2,2,4,0.085046850183595,3.3500000000000014,-7.3799999999999955,1.0,3.0,0.0,3,1,9,47.0,09:23:00,1
1004,2018093007:585:4,TEN,112.66744999999932,3,3,4,0.0621297455476274,-0.1800000000000139,-12.340000000000025,0.0,3.0,0.0,3,1,21,74.0,05:13:00,1
1005,2018093007:840:4,PHI,79.82274999999996,1,0,6,0.0876942976782935,3.159999999999989,-10.410000000000018,1.0,3.0,0.0,3,1,11,70.0,00:38:00,1
1006,2018093007:946:4,TEN,53.28149999999985,1,0,6,0.1313776826853602,1.4399999999999995,-13.71,2.0,3.0,0.0,3,2,4,99.0,13:27:00,0
1007,2018093007:1038:4,TEN,96.30204999999997,2,2,3,0.0519199747045883,6.210000000000001,-7.349999999999994,1.0,3.0,0.0,3,2,10,58.0,12:08:00,1
1008,2018093007:1173:4,PHI,-12.548449999999946,1,1,4,-0.3984555861480917,-0.3299999999999983,-13.909999999999997,0.0,3.0,0.0,3,2,4,52.0,09:10:00,1
1009,2018093007:1339:4,TEN,4.806849999999912,0,0,7,1.4562551358998364,-3.519999999999996,-15.609999999999992,1.0,3.0,0.0,3,2,4,89.0,05:30:00,0
1010,2018093007:1479:4,PHI,82.70014999999995,2,1,5,0.0846431354719429,3.0999999999999943,-6.280000000000001,1.0,3.0,7.0,3,2,17,82.0,03:15:00,1
1011,2018093007:2201:4,TEN,27.17054999999985,1,1,5,0.2208273295903113,2.4200000000000035,-11.609999999999996,0.0,3.0,10.0,3,3,6,31.0,10:22:00,0
1013,2018093007:2462:4,PHI,60.419799999999896,2,2,4,0.0993051946547325,3.509999999999998,-8.869999999999997,1.0,3.0,17.0,3,3,1,66.0,06:38:00,0
1014,2018093007:2535:4,PHI,11.817399999999736,1,0,4,0.4231049130942603,1.009999999999991,-13.180000000000014,0.0,3.0,17.0,3,3,5,41.0,04:19:00,0
1016,2018093007:3091:4,TEN,-61.16069999999976,1,0,5,-0.0981022126954077,-2.5899999999999963,-18.71,2.0,13.0,17.0,3,4,6,71.0,08:09:00,1
1017,2018093007:3371:4,TEN,25.987349999999736,1,0,6,0.2693618241182756,0.7499999999999982,-14.470000000000002,0.0,20.0,17.0,3,4,4,58.0,03:03:00,1
1018,2018093007:3472:4,PHI,11.10279999999998,0,0,7,0.6304715927513791,-0.5200000000000036,-4.410000000000005,0.0,20.0,17.0,3,4,3,83.0,01:59:00,1
1021,2018093007:4255:4,PHI,57.54444999999978,1,0,6,0.1216450934885992,1.7899999999999991,-13.189999999999998,0.0,20.0,23.0,3,5,4,44.0,03:09:00,1
1023,2018093008:169:4,ARI,114.49894999999984,1,1,5,0.0524022272693331,4.789999999999992,-4.45000000000001,0.0,0.0,0.0,3,1,6,49.0,12:05:00,1
1024,2018093008:681:4,ARI,79.49179999999994,2,2,3,0.0628995695153462,4.02,-2.4499999999999997,0.0,0.0,7.0,3,1,9,25.0,05:15:00,1
1025,2018093008:849:4,SEA,-34.67499999999994,0,0,6,-0.173035328046143,-0.0800000000000125,-7.820000000000022,0.0,0.0,7.0,3,1,6,43.0,01:41:00,0
1026,2018093008:919:4,SEA,-111.0766,2,2,5,-0.063019573879647,-2.6599999999999966,-16.179999999999993,0.0,0.0,7.0,3,1,11,37.0,00:18:00,0
1028,2018093008:1165:4,ARI,-169.06085000000004,0,0,6,-0.0354901800150655,-6.520000000000003,-18.540000000000006,0.0,3.0,7.0,3,2,9,83.0,12:36:00,1
1029,2018093008:1686:4,SEA,236.6551500000002,2,2,4,0.0253533464198856,7.299999999999999,-3.5100000000000016,1.0,3.0,7.0,3,2,5,24.0,02:28:00,0
1030,2018093008:2051:4,ARI,22.128300000000134,2,1,4,0.2711459985629245,4.280000000000008,-11.189999999999984,0.0,10.0,7.0,3,2,14,67.0,00:41:00,1
1031,2018093008:2807:4,SEA,31.280850000000186,1,1,6,0.2237790852870033,2.070000000000002,-11.959999999999996,0.0,10.0,10.0,3,3,10,85.0,03:37:00,1
1032,2018093008:3274:4,SEA,270.08124999999984,3,2,4,0.0259181264897137,4.989999999999995,-10.600000000000009,1.0,10.0,17.0,3,4,11,67.0,14:17:00,1
1033,2018093008:3443:4,ARI,346.9213500000001,3,3,2,0.0144124885943168,12.890000000000008,7.390000000000008,0.0,10.0,17.0,3,4,1,66.0,11:58:00,1
1034,2018093008:3706:4,ARI,117.7082,1,1,5,0.0509735090673377,7.18,0.3299999999999983,1.0,17.0,17.0,3,4,3,81.0,07:22:00,1
1035,2018093008:3799:4,SEA,-20.65264999999945,1,1,6,-0.3389395549723732,1.7700000000000102,-12.439999999999984,0.0,17.0,17.0,3,4,5,71.0,06:29:00,0
1036,2018093009:199:4,OAK,112.63729999999993,1,0,6,0.0621463760228628,0.6700000000000017,-15.189999999999998,0.0,0.0,0.0,3,1,8,80.0,12:36:00,1
1037,2018093009:291:4,CLE,-39.86730000000006,2,1,5,-0.1755824949269198,-0.4399999999999942,-20.499999999999996,0.0,0.0,0.0,3,1,4,71.0,11:01:00,1
1038,2018093009:593:4,OAK,37.84254999999973,2,1,5,0.1849769637616928,0.6499999999999986,-14.869999999999996,0.0,7.0,0.0,3,1,20,63.0,08:14:00,1
1039,2018093009:678:4,OAK,190.52075,3,3,4,0.0367414048076128,8.280000000000001,-2.029999999999987,0.0,7.0,0.0,3,1,12,44.0,05:32:00,0
1041,2018093009:998:4,CLE,-125.52305000000008,1,0,4,-0.0398333214497257,-4.899999999999999,-21.330000000000005,0.0,7.0,3.0,3,2,1,62.0,15:00:00,0
1042,2018093009:1065:4,CLE,112.45264999999988,1,0,6,0.0622484218913472,3.3200000000000074,-12.299999999999995,0.0,7.0,3.0,3,2,2,39.0,12:55:00,1
1043,2018093009:1229:4,CLE,34.389300000000105,1,0,6,0.2035516861349308,-0.2100000000000008,-18.89,2.0,7.0,9.0,3,2,8,83.0,11:11:00,1
1044,2018093009:1322:4,OAK,16.858150000000194,1,1,5,0.3559109392193053,2.910000000000004,-10.649999999999991,2.0,7.0,9.0,3,2,4,64.0,09:42:00,0
1045,2018093009:1695:4,OAK,125.21640000000023,4,4,2,0.0479170460099474,2.4000000000000057,-7.989999999999995,0.0,14.0,17.0,3,2,9,77.0,03:34:00,0
1046,2018093009:2149:4,OAK,-17.938450000000046,1,1,3,-0.2229847060364741,4.169999999999996,-8.129999999999999,0.0,14.0,17.0,3,3,1,56.0,12:38:00,0
1048,2018093009:2608:4,CLE,-92.76914999999984,1,0,5,-0.0646766732259594,3.3599999999999994,-14.390000000000008,0.0,14.0,28.0,3,3,9,70.0,06:02:00,1
1050,2018093009:2858:4,OAK,148.91779999999983,3,3,4,0.0470057978294066,6.740000000000007,-2.9799999999999933,0.0,21.0,28.0,3,3,11,82.0,04:24:00,1
1051,2018093009:3085:4,CLE,33.641399999999805,1,0,6,0.2080769528022032,-1.4400000000000048,-19.10000000000001,0.0,21.0,28.0,3,3,5,63.0,03:46:00,1
1052,2018093009:3257:4,OAK,74.23645000000005,1,1,7,0.1077637737257101,5.490000000000011,-7.0599999999999845,0.0,21.0,28.0,3,3,9,79.0,01:40:00,1
1053,2018093009:3567:4,OAK,175.39285000000007,4,3,3,0.039910406838135,4.640000000000001,-9.950000000000005,2.0,31.0,28.0,3,4,10,85.0,12:38:00,1
1054,2018093009:3656:4,CLE,-60.00560000000007,1,0,5,-0.0999906675376963,-2.1700000000000017,-20.590000000000003,0.0,31.0,28.0,3,4,7,26.0,10:54:00,1
1055,2018093009:3821:4,OAK,134.35519999999988,1,1,6,0.0521007002334111,7.019999999999996,-5.150000000000006,1.0,34.0,28.0,3,4,5,82.0,10:04:00,0
1057,2018093009:4635:4,CLE,92.23885000000008,2,1,5,0.075889931411764,10.070000000000007,-4.019999999999989,0.0,34.0,42.0,3,4,1,44.0,01:24:00,1
1058,2018093009:5050:4,CLE,-66.71209999999991,1,0,5,-0.0899387067713354,-3.93,-21.630000000000003,0.0,42.0,42.0,3,5,6,81.0,08:49:00,0
1059,2018093009:5263:4,OAK,92.12355000000002,3,3,4,0.0759849137381266,4.979999999999997,-5.450000000000003,0.0,42.0,42.0,3,5,5,55.0,05:47:00,1
1060,2018093009:5356:4,CLE,28.80119999999988,1,0,5,0.2083246531394534,0.6599999999999966,-19.000000000000007,0.0,42.0,42.0,3,5,3,84.0,04:44:00,0
1061,2018093010:94:4,SF,-91.50029999999992,1,0,5,-0.0655735554965394,1.0400000000000065,-13.039999999999992,1.0,0.0,0.0,3,1,10,85.0,14:12:00,1
1062,2018093010:190:4,SF,-43.7586499999999,1,1,4,-0.1142631228339999,0.1799999999999997,-13.78,0.0,0.0,7.0,3,1,7,82.0,13:15:00,1
1063,2018093010:310:4,LAC,73.24570000000006,4,2,3,0.0955687501109279,-0.1400000000000005,-18.92,0.0,0.0,7.0,3,1,16,92.0,12:18:00,1
1064,2018093010:407:4,SF,161.0574500000001,2,2,4,0.0372537873907726,2.3799999999999955,-11.280000000000008,1.0,0.0,7.0,3,1,5,68.0,10:24:00,1
1065,2018093010:535:4,SF,87.34239999999991,2,2,4,0.0686951583652384,6.920000000000002,-3.5600000000000023,1.0,0.0,7.0,3,1,6,46.0,07:11:00,1
1067,2018093010:1075:4,LAC,69.65769999999975,1,0,6,0.1004914029604771,3.419999999999993,-12.510000000000016,0.0,6.0,14.0,3,2,3,78.0,14:12:00,0
1068,2018093010:1142:4,LAC,51.065799999999854,1,0,5,0.117495466633246,3.019999999999989,-11.600000000000016,0.0,6.0,14.0,3,2,6,70.0,12:50:00,0
1069,2018093010:1252:4,LAC,-36.16314999999997,1,0,4,-0.1382622918634025,-2.510000000000004,-17.770000000000007,0.0,6.0,14.0,3,2,10,53.0,10:40:00,1
1070,2018093010:1330:4,LAC,25.514349999999865,1,1,5,0.2351617815072706,0.6500000000000057,-9.97999999999999,1.0,6.0,14.0,3,2,7,45.0,09:08:00,0
1072,2018093010:1679:4,SF,-15.75649999999979,1,0,6,-0.4442610985942369,2.1500000000000057,-12.949999999999992,1.0,6.0,17.0,3,2,2,31.0,02:03:00,0
1073,2018093010:1765:4,SF,105.58585,1,1,6,0.0662967623029032,3.870000000000001,-7.43,0.0,6.0,17.0,3,2,3,22.0,00:53:00,0
1074,2018093010:1895:4,LAC,245.86379999999983,2,2,4,0.0244037552498578,5.489999999999995,-8.100000000000009,0.0,14.0,17.0,3,2,2,77.0,00:34:00,1
1077,2018093010:2728:4,LAC,28.29900000000009,1,0,6,0.247358563906851,-0.5400000000000009,-15.94,2.0,26.0,17.0,3,3,8,84.0,06:51:00,1
1078,2018093010:2841:4,SF,101.84000000000016,2,1,4,0.058915946582875,4.230000000000004,-9.689999999999998,0.0,26.0,17.0,3,3,13,63.0,03:50:00,1
1079,2018093010:3040:4,SF,-63.90505000000013,3,2,1,-0.0625928623794205,1.6700000000000037,-12.679999999999996,1.0,26.0,24.0,3,3,10,60.0,01:23:00,1
1081,2018093010:3750:4,LAC,17.907049999999742,1,0,6,0.3909074917420849,-2.190000000000012,-17.530000000000015,2.0,29.0,27.0,3,4,3,76.0,07:03:00,1
1082,2018093011:109:4,NYG,-13.019349999999946,1,0,4,-0.3840437502640316,-1.2999999999999972,-17.209999999999994,0.0,0.0,0.0,3,1,10,87.0,14:50:00,0
1083,2018093011:144:4,NYG,62.25670000000002,3,2,4,0.1124376974687061,-1.1799999999999995,-17.83,0.0,0.0,0.0,3,1,20,97.0,14:07:00,1
1085,2018093011:522:4,NYG,-11.715800000000058,1,1,5,-0.5121289199201053,2.6599999999999966,-12.050000000000004,1.0,7.0,0.0,3,1,2,77.0,07:03:00,1
1086,2018093011:1029:4,NO,105.1182,2,1,6,0.0761048039254857,4.179999999999993,-9.81000000000001,0.0,7.0,3.0,3,2,11,75.0,11:47:00,1
1088,2018093011:1405:4,NO,184.12689999999995,2,2,5,0.0380172587492647,4.209999999999999,-9.69,1.0,7.0,6.0,3,2,6,81.0,06:30:00,0
1090,2018093011:1739:4,NO,-71.3828500000001,1,1,4,-0.070044835699331,-5.17,-16.27,0.0,7.0,9.0,3,2,8,83.0,02:48:00,1
1092,2018093011:2161:4,NO,0.2826999999998918,1,0,5,21.223912274504052,0.779999999999994,-16.28000000000001,1.0,7.0,12.0,3,3,3,78.0,13:16:00,0
1093,2018093011:2228:4,NO,88.31145000000006,3,2,4,0.0792649197810702,3.480000000000004,-10.32,1.0,7.0,12.0,3,3,14,76.0,11:18:00,1
1095,2018093011:2784:4,NYG,302.43839999999994,2,2,5,0.02314520907398,9.719999999999992,-2.680000000000014,1.0,10.0,19.0,3,3,10,75.0,00:42:00,1
1096,2018093011:2974:4,NYG,-8.041749999999837,1,1,5,-0.7461062579662538,-0.4499999999999957,-14.609999999999992,0.0,10.0,19.0,3,4,9,83.0,12:41:00,0
1097,2018093011:3086:4,NYG,19.32720000000009,0,0,7,0.362183865226208,0.5,-10.230000000000004,0.0,10.0,19.0,3,4,7,49.0,10:33:00,0
1099,2018093011:3528:4,NO,123.88380000000006,1,0,6,0.0565045631470781,5.450000000000001,-9.68,0.0,10.0,26.0,3,4,9,21.0,04:18:00,0
1100,2018093011:3714:4,NYG,12.202549999999832,2,2,5,0.5736505894259886,5.709999999999992,-6.670000000000012,1.0,18.0,26.0,3,4,8,84.0,02:45:00,1
1101,2018093011:3976:4,NO,93.7787,3,2,4,0.0746438157065517,2.999999999999991,-12.450000000000014,0.0,18.0,33.0,3,4,4,69.0,01:27:00,0
1102,2018093012:117:4,PIT,144.32005000000004,3,3,4,0.0485033091382659,7.670000000000009,-5.789999999999985,0.0,0.0,0.0,3,1,3,57.0,13:21:00,0
1103,2018093012:348:4,BAL,34.873549999999994,1,1,4,0.1433751367440366,2.839999999999998,-12.260000000000002,0.0,0.0,7.0,3,1,4,79.0,10:02:00,1
1105,2018093012:663:4,BAL,61.81880000000007,2,1,5,0.1132341617760291,4.910000000000004,-11.289999999999996,1.0,0.0,14.0,3,1,18,97.0,06:50:00,1
1106,2018093012:772:4,PIT,34.65970000000016,1,1,5,0.1731117118728659,4.670000000000007,-7.839999999999986,0.0,0.0,14.0,3,1,8,56.0,04:44:00,1
1108,2018093012:1506:4,BAL,76.35140000000001,1,0,6,0.0916813575127633,1.8400000000000036,-17.369999999999997,2.0,3.0,14.0,3,2,4,36.0,08:24:00,0
1109,2018093012:1541:4,BAL,5.005550000000113,1,1,5,1.1986694768806354,3.5900000000000034,-9.409999999999997,0.0,3.0,14.0,3,2,4,36.0,07:53:00,0
1111,2018093012:1758:4,PIT,-28.617050000000063,2,2,4,-0.2096652170646515,2.0799999999999983,-10.939999999999998,1.0,6.0,14.0,3,2,8,72.0,05:09:00,1
1112,2018093012:2069:4,PIT,-16.843950000000007,2,2,3,-0.2968424864714035,-0.720000000000006,-15.210000000000008,0.0,14.0,14.0,3,2,9,86.0,01:57:00,0
1113,2018093012:2312:4,BAL,27.28965000000011,1,0,6,0.2565075037605822,1.3500000000000083,-14.22999999999999,0.0,14.0,14.0,3,3,3,59.0,13:39:00,1
1114,2018093012:2512:4,PIT,49.14670000000018,2,2,3,0.1017362305098812,3.7900000000000063,-10.08999999999999,1.0,14.0,14.0,3,3,10,51.0,10:18:00,1
1115,2018093012:2677:4,BAL,62.592849999999885,1,0,6,0.1118338596181514,1.1599999999999966,-16.74000000000001,0.0,14.0,14.0,3,3,4,53.0,07:35:00,1
1116,2018093012:2916:4,PIT,54.834650000000295,2,2,5,0.1276565091598097,5.960000000000001,-7.799999999999997,0.0,14.0,14.0,3,3,10,57.0,05:23:00,0
1117,2018093012:2990:4,PIT,79.54985000000002,2,2,5,0.0879951376401086,10.329999999999998,-2.280000000000001,0.0,14.0,14.0,3,3,6,39.0,04:09:00,1
1118,2018093012:3100:4,BAL,76.15929999999975,1,0,5,0.0787822367064826,6.679999999999994,-7.810000000000013,0.0,14.0,17.0,3,3,12,72.0,03:08:00,1
1119,2018093012:3242:4,PIT,39.61710000000008,2,2,5,0.1766913782179913,1.7899999999999991,-11.770000000000003,1.0,14.0,17.0,3,3,6,74.0,01:27:00,0
1120,2018093012:3441:4,PIT,139.63014999999976,2,2,6,0.0572942161846851,5.52,-6.639999999999997,1.0,14.0,17.0,3,4,7,36.0,12:33:00,1
1121,2018093012:3573:4,BAL,-83.49190000000021,1,1,5,-0.0718632585915518,1.909999999999988,-12.45000000000002,2.0,14.0,20.0,3,4,5,65.0,10:28:00,1
1122,2018093012:3821:4,PIT,130.7695000000002,1,1,5,0.045882258477703,5.150000000000006,-4.36999999999999,0.0,14.0,20.0,3,4,1,77.0,08:49:00,0
1124,2018093012:4045:4,BAL,58.44199999999998,3,3,3,0.1026658909688238,0.5899999999999963,-13.670000000000002,0.0,14.0,23.0,3,4,10,80.0,03:26:00,1
1125,2018093012:4291:4,BAL,-2.647999999999911,2,1,5,-2.6435045317221437,-3.270000000000003,-25.840000000000003,0.0,14.0,26.0,3,4,10,94.0,01:14:00,1
1126,2018100100:164:4,KC,98.42620000000002,4,4,3,0.0711192751523476,6.269999999999994,-5.700000000000006,1.0,0.0,0.0,3,1,12,31.0,12:17:00,1
1128,2018100100:533:4,KC,88.18590000000063,2,1,5,0.0793777690084236,2.050000000000012,-14.06999999999998,0.0,3.0,3.0,3,1,11,76.0,05:01:00,1
1129,2018100100:637:4,DEN,-34.46304999999984,3,2,2,-0.1450829221441521,-2.390000000000001,-17.33,0.0,3.0,3.0,3,1,10,51.0,04:23:00,1
1130,2018100100:742:4,KC,-5.771000000000214,1,1,4,-0.8664009703690547,-2.2900000000000063,-16.41000000000001,0.0,3.0,3.0,3,1,6,65.0,02:20:00,0
1131,2018100100:808:4,KC,138.79720000000023,1,1,5,0.0432285377514819,4.380000000000003,-8.18,0.0,3.0,3.0,3,1,5,48.0,00:24:00,1
1133,2018100100:1563:4,DEN,62.47594999999973,4,3,3,0.1120431141903409,0.8800000000000026,-15.029999999999994,0.0,10.0,10.0,3,2,20,63.0,02:32:00,1
1134,2018100100:1824:4,KC,-2.367649999999742,1,1,5,-2.5341583426607204,0.060000000000004,-13.489999999999991,0.0,10.0,10.0,3,2,10,43.0,01:13:00,1
1135,2018100100:1992:4,KC,163.0321500000002,2,2,5,0.042936316548607,2.3600000000000136,-8.569999999999979,0.0,10.0,10.0,3,2,10,31.0,00:34:00,1
1136,2018100100:2128:4,DEN,335.3613500000001,4,4,4,0.0238548658037069,7.990000000000002,-4.869999999999997,0.0,13.0,10.0,3,3,9,74.0,14:09:00,0
1137,2018100100:2263:4,DEN,63.96085000000005,4,3,3,0.1094419476914392,10.730000000000006,-3.7999999999999936,0.0,13.0,10.0,3,3,11,32.0,11:34:00,0
1139,2018100100:2596:4,DEN,601.28405,5,4,2,0.0116417523464991,14.58999999999999,-3.890000000000015,0.0,13.0,13.0,3,3,17,44.0,06:55:00,1
1141,2018100100:2978:4,DEN,23.486500000000035,1,0,5,0.2554659059459686,6.760000000000005,-11.069999999999991,0.0,20.0,13.0,3,3,1,66.0,00:45:00,1
1142,2018100100:3128:4,KC,182.61285000000015,1,0,7,0.0438085271655307,4.040000000000003,-11.449999999999996,0.0,20.0,13.0,3,4,4,28.0,12:57:00,1
1143,2018100100:3310:4,DEN,-78.37474999999995,4,3,1,-0.0637960567657313,0.0300000000000029,-14.839999999999993,0.0,23.0,13.0,3,4,16,79.0,10:53:00,1
1144,2018100100:3439:4,DEN,104.06224999999957,1,1,6,0.0672674288707002,2.559999999999988,-10.240000000000023,0.0,23.0,13.0,3,4,1,33.0,08:31:00,0
1145,2018100100:3722:4,DEN,77.74054999999987,0,0,5,0.0643164989185181,6.159999999999997,-1.2900000000000065,0.0,23.0,20.0,3,4,5,65.0,03:14:00,0
1146,2018100100:3851:4,DEN,23.376299999999706,1,1,5,0.2566702172713422,0.8200000000000074,-7.469999999999985,2.0,23.0,20.0,3,4,7,56.0,02:03:00,0
1147,2018100100:4082:4,KC,35.12389999999982,2,1,5,0.1992944974789256,0.4099999999999912,-14.850000000000012,0.0,23.0,27.0,3,4,11,76.0,01:09:00,1
1148,2018100100:4203:4,KC,108.32180000000017,3,2,4,0.0646222644010715,1.91,-13.38,0.0,23.0,27.0,3,4,10,28.0,00:22:00,1
1150,2018100400:432:5,NE,2.0442500000000905,4,2,3,3.424238718356214,1.5300000000000047,-13.479999999999997,0.0,7.0,0.0,3,1,16,91.0,07:31:00,1
1151,2018100400:532:5,IND,31.984249999999943,1,1,5,0.1875923306002176,5.490000000000002,-7.850000000000001,0.0,7.0,0.0,3,1,5,44.0,06:21:00,1
1152,2018100400:642:5,NE,74.8252500000001,0,0,7,0.0935513078806952,2.5200000000000014,-8.219999999999995,0.0,7.0,0.0,3,1,5,75.0,04:51:00,0
1154,2018100400:1212:5,NE,77.50665000000032,1,0,3,0.0516084748857031,3.279999999999994,-11.260000000000012,0.0,14.0,0.0,3,2,1,66.0,11:13:00,0
1155,2018100400:1341:5,NE,59.94444999999999,2,1,5,0.1167747806510861,11.44,-2.8199999999999967,2.0,14.0,0.0,3,2,7,36.0,08:58:00,1
1156,2018100400:1441:5,IND,310.7013999999999,3,3,4,0.0225296699660831,4.780000000000001,-9.61,0.0,14.0,3.0,3,2,10,85.0,08:38:00,1
1157,2018100400:1608:5,NE,96.6099500000006,4,2,4,0.0828072056760194,1.5500000000000096,-14.169999999999993,0.0,14.0,3.0,3,2,17,85.0,06:10:00,1
1158,2018100400:2289:5,IND,72.7779999999999,2,2,5,0.0961829124185881,1.4200000000000017,-13.269999999999996,0.0,21.0,3.0,3,2,9,42.0,00:22:00,1
1159,2018100400:2509:5,NE,-25.325749999999918,1,0,5,-0.2369130233063194,1.2700000000000102,-14.509999999999984,0.0,24.0,3.0,3,3,6,61.0,12:57:00,1
1160,2018100400:2596:5,IND,59.72610000000003,2,1,5,0.117201692392438,-0.75,-15.679999999999993,0.0,24.0,3.0,3,3,6,91.0,12:00:00,1
1161,2018100400:2813:5,IND,85.71205000000006,3,3,4,0.081668796861118,1.0700000000000145,-12.579999999999975,0.0,24.0,10.0,3,3,4,62.0,08:35:00,0
1162,2018100400:2968:5,NE,90.0303500000002,1,1,7,0.0888589236851793,-0.2399999999999877,-13.089999999999982,0.0,24.0,10.0,3,3,3,73.0,05:50:00,0
1163,2018100400:3289:5,NE,196.81780000000003,2,2,4,0.0304850475922401,8.10000000000001,-5.539999999999981,0.0,24.0,10.0,3,3,10,77.0,00:48:00,0
1164,2018100400:3390:5,NE,-13.2513500000002,1,0,4,-0.377320046636752,4.030000000000003,-11.839999999999993,0.0,24.0,10.0,3,4,5,34.0,14:24:00,0
1165,2018100400:3750:5,NE,167.88025000000033,1,1,5,0.0357397609307824,7.530000000000001,-5.590000000000003,0.0,31.0,17.0,3,4,10,75.0,09:10:00,0
1166,2018100400:3818:5,NE,0.3956999999999198,2,2,4,15.163002274453415,4.720000000000001,-7.809999999999999,0.0,31.0,17.0,3,4,10,61.0,08:28:00,1
1167,2018100400:4095:5,NE,17.994199999999864,1,1,6,0.3890142379211108,1.4899999999999949,-11.820000000000007,0.0,38.0,17.0,3,4,5,34.0,04:40:00,1
1169,2018100400:4341:5,IND,169.91460000000006,2,2,5,0.0411971661057966,4.4499999999999975,-5.810000000000006,0.0,38.0,17.0,3,4,4,89.0,03:12:00,1
1170,2018100700:107:5,BUF,76.81975000000011,1,1,6,0.0911224001640201,2.220000000000006,-10.969999999999992,1.0,0.0,0.0,3,1,10,85.0,14:50:00,0
1172,2018100700:327:5,TEN,-23.190399999999958,1,1,7,-0.3449703325514012,4.060000000000006,-10.18999999999999,1.0,0.0,0.0,3,1,2,27.0,11:19:00,0
1173,2018100700:561:5,BUF,93.17569999999988,1,0,6,0.07512688394077,-0.5099999999999909,-16.189999999999984,1.0,7.0,0.0,3,1,2,63.0,08:06:00,1
1174,2018100700:699:5,TEN,250.0497000000003,4,4,3,0.0279944347063803,7.180000000000005,-5.309999999999992,0.0,7.0,0.0,3,1,9,77.0,05:26:00,1
1176,2018100700:1142:5,TEN,223.8903499999999,2,2,5,0.0312653046457786,5.700000000000003,-7.249999999999986,0.0,7.0,3.0,3,2,3,50.0,12:34:00,1
1177,2018100700:1392:5,TEN,-45.162899999999865,0,0,6,-0.1328524076177574,-1.5400000000000045,-13.550000000000008,0.0,7.0,3.0,3,2,11,48.0,08:27:00,1
1179,2018100700:1647:5,BUF,-5.110250000000065,1,0,4,-0.978425713027726,-1.3300000000000018,-19.630000000000003,1.0,7.0,3.0,3,2,11,89.0,04:14:00,0
1180,2018100700:2447:5,BUF,188.7009500000001,3,3,4,0.0370957326923897,6.66,-5.810000000000002,0.0,7.0,6.0,3,3,13,97.0,07:11:00,1
1181,2018100700:2550:5,TEN,398.0998,5,5,2,0.0175835305619344,12.179999999999998,1.979999999999993,0.0,7.0,6.0,3,3,10,66.0,06:46:00,1
1182,2018100700:2887:5,BUF,-4.069700000000182,1,1,5,-1.47431014571092,2.9199999999999946,-7.740000000000009,2.0,10.0,6.0,3,3,3,78.0,01:09:00,0
1183,2018100700:3019:5,BUF,122.02869999999996,1,1,4,0.0409739675994254,6.270000000000003,-4.709999999999994,1.0,10.0,6.0,3,4,8,51.0,14:17:00,0
1184,2018100700:3189:5,BUF,116.80909999999984,3,3,4,0.0599268378919109,6.200000000000003,-7.729999999999997,1.0,10.0,6.0,3,4,4,21.0,10:42:00,1
1185,2018100700:3295:5,TEN,53.67780000000003,2,2,4,0.1117780534969763,6.250000000000002,-3.599999999999998,1.0,10.0,9.0,3,4,10,85.0,09:12:00,0
1186,2018100700:3603:5,TEN,44.47915000000012,1,1,6,0.1573771081506724,0.0300000000000011,-14.4,0.0,10.0,12.0,3,4,3,78.0,03:27:00,0
1187,2018100701:151:5,CAR,418.68119999999993,3,3,4,0.0167191648442777,7.8799999999999955,-6.670000000000009,2.0,0.0,0.0,3,1,8,70.0,13:13:00,1
1188,2018100701:295:5,NYG,76.6766999999999,1,1,5,0.0782506289394302,4.810000000000002,-8.209999999999994,1.0,0.0,0.0,3,1,10,94.0,10:39:00,1
1189,2018100701:453:5,CAR,81.27794999999989,4,2,3,0.0861242194223649,2.0400000000000063,-8.11999999999999,0.0,0.0,0.0,3,1,17,42.0,08:09:00,1
1190,2018100701:861:5,CAR,110.9479500000001,3,2,4,0.0630926483995422,-3.7099999999999937,-22.72,0.0,7.0,3.0,3,1,14,60.0,01:37:00,1
1191,2018100701:1128:5,CAR,-33.11520000000013,2,2,3,-0.1509880659032704,-0.7000000000000028,-13.290000000000006,2.0,14.0,3.0,3,2,6,68.0,13:21:00,1
1192,2018100701:1310:5,NYG,-7.458749999999952,1,0,5,-0.8044243338361037,1.2900000000000065,-13.909999999999982,0.0,14.0,3.0,3,2,7,40.0,09:30:00,1
1193,2018100701:1675:5,NYG,-24.90069999999983,1,0,6,-0.2811165951158019,4.559999999999988,-10.080000000000013,0.0,17.0,10.0,3,2,7,43.0,02:51:00,1
